,sector,industry,market_cap,country,full_name,pe_ratio,forward_pe,peg_ratio,price_to_book,price_to_sales,enterprise_value,ev_to_ebitda,dividend_yield,dividend_rate,payout_ratio,five_year_avg_dividend_yield,profit_margins,operating_margins,gross_margins,roe,roa,revenue_growth,earnings_growth,earnings_quarterly_growth,beta,52week_high,52week_low,52week_change,current_ratio,quick_ratio,debt_to_equity,total_debt,total_cash,recommendation,recommendation_mean,target_mean_price,target_high_price,target_low_price,number_of_analysts,employees,exchange,quote_type,main_cluster,n_clusters
HSY,Consumer Defensive,Confectioners,38355423232,United States,The Hershey Company,25.12334,22.551191,,8.503388,3.3957365,43490557952.0,16.33,2.9,5.48,0.7278,2.23,0.13543999,0.07633,0.40120998,0.35891998,0.10469,0.26,-0.653,-0.653,0.249,208.03,140.13,0.026419997,1.53,0.599,132.921,6000852992.0,912345024.0,hold,2.875,190.63635,222.0,130.0,22.0,18540.0,NYQ,EQUITY,cube3_cluster0,2
SYY,Consumer Defensive,Food Distribution,38347587584,United States,Sysco Corporation,20.979057,16.288618,,20.91336,0.4712743,51774939136.0,11.727,2.76,2.16,0.555,2.53,0.02247,0.05545,0.18396,0.97545,0.083909996,0.028,-0.114,-0.132,0.836,83.47,67.12,0.035865545,1.207,0.663,780.56,14494999552.0,1071000000.0,buy,2.0,85.73333,93.0,77.0,15.0,75000.0,NYQ,EQUITY,cube2_cluster0,2
CCL,Consumer Cyclical,Travel Services,36886343680,United States,Carnival Corporation & plc,14.48,16.837208,,3.185568,1.4062655,64125784064.0,9.191,,,0.0,4.21,0.10069,0.27867,0.55025,0.25733998,0.05284,0.033,0.06,0.067,2.686,32.8,15.07,0.30348027,0.338,0.241,233.568,27860000768.0,1763000064.0,buy,1.67857,35.75,43.0,26.0,22.0,115000.0,NYQ,EQUITY,cube2_cluster1,2
WEC,Utilities,Utilities - Regulated Electric,37494214656,United States,"WEC Energy Group, Inc.",22.062498,22.316092,,2.8354793,4.0287337,58480517120.0,15.935,3.11,3.57,0.6631,3.21,0.17871,0.21403,0.43310001,0.1273,0.030299999,0.134,0.136,0.161,0.454,117.2,91.94,0.18257558,0.553,0.323,150.418,20562300928.0,23000000.0,buy,2.4,115.57692,131.0,100.0,13.0,7000.0,NYQ,EQUITY,cube3_cluster0,2
HIG,Financial Services,Insurance - Property & Casualty,36884094976,United States,"The Hartford Insurance Group, Inc.",11.691621,11.29888,,2.1548367,1.3440746,37773099008.0,8.362,1.62,2.08,0.1844,2.05,0.11825,0.18549,0.35419998,0.19549,0.03281,0.076,0.41,0.348,0.68,135.17,104.93,0.08558905,1.75,1.013,24.946,4369999872.0,3815000064.0,buy,2.2381,142.77779,163.0,120.0,18.0,19100.0,NYQ,EQUITY,cube3_cluster0,2
ED,Utilities,Utilities - Regulated Electric,36746801152,United States,"Consolidated Edison, Inc.",18.358559,18.129894,,1.548339,2.2747803,62331797504.0,10.835,3.37,3.4,0.6109,3.59,0.119849995,0.1491,0.53398997,0.085439995,0.03146,0.116,0.172,0.218,0.309,114.87,87.28,-0.043527722,1.097,0.884,114.039,27090999296.0,1506000000.0,hold,3.1875,104.57143,128.0,88.0,14.0,15097.0,NYQ,EQUITY,cube3_cluster0,2
CAH,Healthcare,Medical Distribution,36661383168,United States,"Cardinal Health, Inc.",23.905428,17.846064,,-13.251118,0.16471252,42480590848.0,12.979,1.32,2.04,0.3143,2.59,0.00701,0.0104600005,0.0367,,0.03159,0.005,0.04,0.017,0.718,168.44,106.98,0.37801397,0.935,0.44,,9388000256.0,3873999872.0,buy,1.6875,180.85715,203.0,150.0,14.0,53084.0,NYQ,EQUITY,cube3_cluster0,2
PRU,Financial Services,Insurance - Life,36496482304,United States,"Prudential Financial, Inc.",22.301075,7.059224,,1.1933943,0.61640096,51586400256.0,21.512,5.33,5.4,1.1674,4.78,0.02755,0.05391,0.25239,0.05796,0.0017499999,-0.078,-0.549,-0.555,1.021,130.55,90.38,-0.1953429,0.882,0.772,149.725,49583001600.0,37033000960.0,hold,2.88235,116.07143,134.0,92.0,14.0,37936.0,NYQ,EQUITY,cube1_cluster1,2
CHTR,Communication Services,Telecom Services,36367347712,United States,"Charter Communications, Inc.",7.0830007,7.441308,,2.2436545,0.6585663,136203345920.0,6.142,,,0.0,,0.095319994,0.24408,0.55174,0.32652,0.05623,0.006,0.081,0.057,1.051,437.06,251.8,-0.22055191,0.331,0.285,472.717,96283000832.0,606000000.0,buy,2.36364,373.6,500.0,223.0,20.0,94500.0,NMS,EQUITY,cube1_cluster0,2
KDP,Consumer Defensive,Beverages - Non-Alcoholic,36256641024,United States,Keurig Dr Pepper Inc.,23.412281,13.019513,,1.4510956,2.3006942,54422638592.0,13.111,3.48,0.92,0.8142,2.3,0.09747,0.21570998,0.54934,0.06181,0.040349998,0.061,0.053,0.062,0.437,37.27,25.03,-0.28439867,0.638,0.31,74.745,18674999296.0,509000000.0,buy,1.89474,34.05882,42.0,24.0,17.0,29400.0,NMS,EQUITY,cube1_cluster1,2
PCG,Utilities,Utilities - Regulated Electric,36044529664,United States,PG&E Corporation,14.774775,11.08108,,1.21743,1.4740331,97056530432.0,10.3,0.63,0.1,0.0787,3.32,0.096140005,0.21872,0.37995,0.081149995,0.02404,-0.015,-0.012,0.002,0.58,21.72,12.97,-0.21754044,0.937,0.4,189.818,59675000832.0,494000000.0,buy,1.73333,20.69231,25.0,17.0,13.0,28410.0,NYQ,EQUITY,cube1_cluster1,2
XYL,Industrials,Specialty Industrial Machinery,35676561408,United States,Xylem Inc.,38.070133,30.856844,,3.2215312,4.0866623,36865556480.0,20.688,1.1,1.6,0.39580002,1.13,0.10745,0.14342,0.37812,0.08625,0.04586,0.061,0.161,0.165,1.128,151.16,100.47,0.06818843,1.899,1.31,18.782,2124000000.0,1170000000.0,buy,1.95455,158.66667,175.0,125.0,18.0,23000.0,NYQ,EQUITY,cube3_cluster0,2
OTIS,Industrials,Specialty Industrial Machinery,35644600320,United States,Otis Worldwide Corporation,23.589611,21.675417,,-6.640345,2.5158525,43243601920.0,16.833,1.88,1.68,0.42060003,1.36,0.10679,0.16885,0.30244,,0.1466,-0.002,-0.029,-0.053,0.99,106.828,84.25,-0.1464395,0.881,0.711,,8124000256.0,688000000.0,buy,2.46667,100.85714,112.0,90.0,14.0,72000.0,NYQ,EQUITY,cube2_cluster0,2
LYV,Communication Services,Entertainment,35687845888,United States,"Live Nation Entertainment, Inc.",65.311966,63.152893,,97.65495,1.5044554,38757117952.0,19.281,,,0.0,,0.03876,0.06933,0.25239,0.59354997,0.04077,0.163,-0.6,-0.183,1.403,175.25,112.88,0.33385348,0.878,0.707,365.185,8419643904.0,7056974848.0,buy,1.61905,174.6,195.0,130.0,20.0,16200.0,NYQ,EQUITY,cube3_cluster0,2
FIS,Technology,Information Technology Services,35385925632,United States,"Fidelity National Information Services, Inc.",270.96,11.863397,,2.5005536,3.4298658,47780925440.0,15.508,2.38,1.6,6.08,2.12,0.01086,0.20183,0.36668,0.010319999,0.041729998,0.051,,,1.06,91.98,63.0,-0.24413252,0.587,0.416,91.533,12972000256.0,581000000.0,buy,2.08333,84.94444,100.0,70.0,18.0,50000.0,NYQ,EQUITY,cube1_cluster1,2
MCHP,Technology,Semiconductors,34863304704,United States,Microchip Technology Incorporated,,24.846153,,5.084212,8.23063,39791304704.0,42.304,2.83,1.82,3.1772,1.8,-0.03503,0.05049,0.54481,-0.02238,0.00844,-0.134,,,1.535,79.44,34.13,-0.14409143,2.313,1.119,80.129,5494499840.0,566499968.0,buy,1.73077,76.2,90.0,60.0,25.0,19400.0,NMS,EQUITY,cube2_cluster1,2
IQV,Healthcare,Diagnostics & Research,34809200640,United States,IQVIA Holdings Inc.,29.504322,16.964375,,6.0244794,2.2171466,48374198272.0,16.55,,,0.0,,0.07879,0.13393,0.34248,0.19792,0.05163,0.053,-0.218,-0.267,1.325,237.34,134.65,-0.12537557,0.838,0.739,272.122,15745000448.0,2188000000.0,buy,1.52174,221.84212,268.0,177.0,19.0,90000.0,NYQ,EQUITY,cube2_cluster1,2
ACGL,Financial Services,Insurance - Diversified,34422108160,Bermuda,Arch Capital Group Ltd.,9.537745,10.202434,,1.5524845,1.796936,34007564288.0,7.296,,,0.0,,0.19493,0.29829,0.33828,0.17087,0.03793,0.233,-0.021,-0.025,0.451,111.34,82.49,-0.14630759,0.584,0.291,11.84,2728000000.0,3839000064.0,buy,2.05882,108.23529,125.0,88.0,17.0,7200.0,NMS,EQUITY,cube2_cluster0,2
EL,Consumer Defensive,Household & Personal Products,33419515904,United States,The Estée Lauder Companies Inc.,,35.185184,,8.842967,2.3327878,40735498240.0,20.783,1.51,1.4,4.7143,1.51,-0.07909,0.04427,0.73963,-0.24687,0.03401,-0.119,,,1.157,96.5,48.37,0.014327884,1.301,0.819,244.942,9466999808.0,2920999936.0,buy,2.5,95.08696,120.0,61.0,23.0,40470.0,NYQ,EQUITY,cube3_cluster1,2
VRSK,Industrials,Consulting Services,34001037312,United States,"Verisk Analytics, Inc.",37.6136,33.382717,,109.08113,11.384911,36799836160.0,25.427,0.74,1.8,0.2609,0.59,0.30675,0.46078,0.69389,2.4310699,0.17287001,0.078,-0.158,-0.178,0.856,322.92,239.78,-0.10197723,1.531,1.414,1096.545,3427800064.0,629900032.0,buy,2.21053,303.88235,334.0,258.0,17.0,7800.0,NMS,EQUITY,cube1_cluster1,2
WAB,Industrials,Railroads,33506824192,United States,Westinghouse Air Brake Technologies Corporation,29.166668,23.085983,,3.1012168,3.172394,36751278080.0,16.599,0.52,1.0,0.1341,0.55,0.109160006,0.18699,0.33573002,0.109060004,0.056149997,0.023,0.195,0.163,1.097,216.1,151.81,0.03359151,1.762,0.966,47.091,5106999808.0,1486000000.0,buy,1.63636,228.2,250.0,204.0,10.0,29500.0,NYQ,EQUITY,cube2_cluster0,2
WTW,Financial Services,Insurance Brokers,33489201152,United Kingdom,Willis Towers Watson Public Limited Company,227.35762,18.977888,,4.147408,3.414478,37513199616.0,14.462,1.09,3.68,2.4324,1.31,0.01397,0.16939,0.43138,0.01671,0.04658,-0.002,1.441,1.348,0.736,352.79,287.05,0.15621352,1.125,0.331,72.555,5935000064.0,1991000064.0,buy,1.95,374.44443,408.0,330.0,18.0,49000.0,NMS,EQUITY,cube3_cluster0,2
UAL,Industrials,Airlines,33392965632,United States,"United Airlines Holdings, Inc.",9.946962,8.531844,,2.4975789,0.5758798,50562965504.0,6.074,,,0.0,,0.0571,0.11833999,0.34657001,0.27708,0.04586,0.017,-0.25,-0.265,1.457,116.0,52.0,0.5495707,0.699,0.617,245.166,32785999872.0,15616000000.0,strong_buy,1.45455,116.35,149.0,43.0,20.0,111300.0,NMS,EQUITY,cube2_cluster1,2
EQT,Energy,Oil & Gas E&P,33487228928,United States,EQT Corporation,28.195768,21.146826,,1.4895461,4.7141056,44690132992.0,9.876,1.17,0.63,0.3316,0.49,0.16102,0.63418,0.74741,0.06473,0.04022,1.115,64.0,81.394,0.499,61.02,35.45,0.47905183,0.707,0.595,33.13,8315037184.0,555491968.0,buy,1.72,63.08,80.0,46.0,25.0,,NYQ,EQUITY,cube3_cluster0,2
VICI,Real Estate,REIT - Diversified,33185429504,United States,VICI Properties Inc.,11.8327,11.399267,,1.2168609,8.452175,51210276864.0,14.084,5.82,1.8,0.6628,4.95,0.70198995,1.09299,0.99031997,0.10451,0.05013,0.046,0.154,0.167,0.74,34.03,27.98,-0.058196247,60.315,60.311,64.998,17838170112.0,232983008.0,strong_buy,1.43478,36.86957,44.0,34.0,23.0,27.0,NYQ,EQUITY,cube3_cluster0,2
GEHC,Healthcare,Health Information Services,33027696640,United States,GE HealthCare Technologies Inc.,14.733197,15.490363,,3.4007144,1.6541141,40247697408.0,10.955,0.19,0.14,0.026600001,,0.11219,0.1462,0.41564,0.25798,0.05766,0.035,0.14,0.136,1.276,94.8,57.65,-0.20802557,1.16,0.832,107.666,10716000256.0,3736999936.0,buy,1.77273,87.34524,106.0,73.0,21.0,53000.0,NMS,EQUITY,cube2_cluster1,2
HPE,Technology,Communication Equipment,32986253312,United States,Hewlett Packard Enterprise Company,29.069767,11.904762,,1.3511323,0.99731684,52871249920.0,11.117,2.1,0.52,0.6118,3.07,0.03773,0.05495,0.29878,0.05356,0.02041,0.185,-0.452,-0.404,1.458,26.44,11.965,0.19575703,0.951,0.512,96.967,23725000704.0,3904999936.0,buy,2.09524,26.26278,30.0,21.0,18.0,61000.0,NYQ,EQUITY,cube2_cluster1,2
LVS,Consumer Cyclical,Resorts & Casinos,32977233920,United States,Las Vegas Sands Corp.,23.434147,17.469091,,16.57695,2.8391938,45637214208.0,11.618,2.15,1.0,0.45450002,4.75,0.12157,0.24913,0.79363,0.54145,0.07335,0.15,0.384,0.306,0.999,58.05,30.18,-0.08792937,1.218,1.138,693.252,15820000256.0,3449999872.0,buy,1.68421,60.51111,73.5,55.0,18.0,39900.0,NYQ,EQUITY,cube2_cluster1,2
CTSH,Technology,Information Technology Services,32854392832,United States,Cognizant Technology Solutions Corporation,13.4539995,13.480962,,2.151676,1.6037486,32223393792.0,8.737,1.87,1.24,0.2475,1.5,0.11891,0.15577,0.34179002,0.16693,0.10256,0.081,0.15,0.14,0.945,90.82,65.17,-0.14267254,2.41,1.968,7.699,1176999936.0,1808000000.0,buy,2.32,86.13762,103.0,75.0,21.0,343800.0,NMS,EQUITY,cube1_cluster1,2
STT,Financial Services,Asset Management,32738441216,United States,State Street Corporation,12.836486,12.35546,,1.387653,2.4572875,-51519557632.0,,2.94,3.36,0.3416,3.06,0.21392,0.27648002,0.0,0.109469995,0.008119999,0.075,0.009,-0.025,1.48,118.24,72.81,0.24362886,,,,53579001856.0,141396000768.0,buy,1.88235,128.63333,162.0,95.0,15.0,52014.0,NYQ,EQUITY,cube3_cluster0,2
DD,Basic Materials,Specialty Chemicals,32484040704,United States,"DuPont de Nemours, Inc.",456.35294,17.671982,,1.4083434,2.576667,38781038592.0,11.999,2.16,1.64,9.2941,1.89,-0.01539,0.16273001,0.37138,0.00461,0.03484,0.027,-0.669,-0.669,1.07,87.8,53.77,-0.103411615,1.411,0.864,32.667,7681999872.0,1836999936.0,strong_buy,1.47059,93.125,114.0,80.0,16.0,24000.0,NYQ,EQUITY,cube2_cluster0,2
RJF,Financial Services,Asset Management,32407869440,United States,"Raymond James Financial, Inc.",15.674059,14.590663,,2.6687462,2.3533418,21711872000.0,,1.25,2.0,0.1912,1.33,0.15489,0.18070999,0.9313,0.18191,0.02579,0.063,-0.082,-0.114,1.049,177.66,117.57,0.20076609,6.53,6.483,36.906,4525000192.0,15301999616.0,buy,2.5,179.75,199.0,165.0,12.0,19000.0,NYQ,EQUITY,cube2_cluster0,2
TRGP,Energy,Oil & Gas Midstream,32659668992,United States,Targa Resources Corp.,21.794203,18.20581,,12.522276,1.9123042,49221251072.0,10.959,2.64,4.0,0.4663,1.83,0.0959,0.24261999,0.35701,0.50391,0.083900005,0.196,1.158,1.108,1.129,218.51,147.4,-0.06239575,0.695,0.479,621.469,16850499584.0,113100000.0,strong_buy,1.31818,205.42105,240.0,185.0,19.0,3370.0,NYQ,EQUITY,cube2_cluster0,2
CSGP,Real Estate,Real Estate Services,32083044352,United States,"CoStar Group, Inc.",280.48148,67.61607,,3.726687,11.004303,29259941888.0,147.183,,,0.0,,0.03574,-0.03481,0.79331,0.01303,0.00071999995,0.153,-0.789,-0.677,0.874,97.43,68.26,-0.03886473,5.834,5.587,12.947,1113600000.0,3936699904.0,buy,2.05556,97.125,107.0,70.0,16.0,6593.0,NMS,EQUITY,cube2_cluster0,2
NRG,Utilities,Utilities - Independent Power Producers,32645316608,United States,"NRG Energy, Inc.",72.95595,24.00145,,19.677994,1.1116327,43627073536.0,19.313,1.04,1.76,0.7306,2.91,0.01778,0.00638,0.17254,0.17662,0.029159999,0.012,,,1.143,175.96,79.57,0.8933139,0.933,0.41,486.145,11123000320.0,180000000.0,buy,2.0,192.31818,342.0,92.0,11.0,15637.0,NYQ,EQUITY,cube3_cluster1,2
NUE,Basic Materials,Steel,31792953344,United States,Nucor Corporation,24.55851,14.798077,,1.5593231,1.0320377,37293953024.0,10.4,1.61,2.2,0.3925,1.6,0.042069998,0.10868,0.10488,0.07304,0.03918,0.047,-0.03,-0.065,1.762,170.52,97.59,-0.09674227,2.827,1.416,32.017,6880999936.0,2483000064.0,strong_buy,1.5,159.66667,174.0,140.0,12.0,32700.0,NYQ,EQUITY,cube2_cluster0,2
SMCI,Technology,Computer Hardware,32536465408,United States,"Super Micro Computer, Inc.",32.58282,12.525944,,5.007543,1.4808121,31445094400.0,23.979,,,0.0,,0.04774,0.03967,0.11059,0.17899999,0.065689996,0.075,-0.314,-0.343,1.548,66.44,17.25,0.14635682,5.246,3.153,80.281,5059210240.0,5176150016.0,none,,49.82353,93.0,15.0,17.0,6238.0,NMS,EQUITY,cube3_cluster1,2
HUM,Healthcare,Healthcare Plans,32593661952,United States,Humana Inc.,20.746233,15.535034,,1.72558,0.26475236,22738311168.0,5.663,1.31,3.54,0.2713,0.84,0.0128,0.03578,0.15035,0.09034,0.04686,0.096,-0.198,-0.197,0.425,315.35,206.87,0.052018642,1.952,1.522,70.626,12920999936.0,21707999232.0,buy,2.46154,294.54166,353.0,235.0,24.0,65680.0,NYQ,EQUITY,cube2_cluster1,2
EXR,Real Estate,REIT - Industrial,32136642560,United States,Extra Space Storage Inc.,31.522387,30.928867,,2.2753716,9.4707,45783883776.0,20.24,4.47,6.48,1.4087,3.41,0.28772,0.4559,0.75338,0.069,0.03323,0.036,0.342,0.344,1.113,175.58,121.03,-0.15257406,2.075,0.297,93.006,13650554880.0,132493000.0,buy,2.33333,157.25,178.0,146.0,20.0,8012.0,NYQ,EQUITY,cube2_cluster0,2
BRO,Financial Services,Insurance Brokers,31259203584,United States,"Brown & Brown, Inc.",27.232758,23.171148,,2.697464,6.307345,30166202368.0,17.682,0.64,0.6,0.1671,0.63,0.20299,0.29944,0.49293998,0.11533,0.04404,0.082,-0.133,-0.101,0.793,125.68,89.99,-0.10750049,2.747,1.966,66.945,7776999936.0,8892999680.0,buy,2.42857,108.33333,133.0,92.0,12.0,17403.0,NYQ,EQUITY,cube1_cluster1,2
LEN,Consumer Cyclical,Residential Construction,29879007232,United States,Lennar Corporation,11.663169,7.5731106,,1.3810676,0.85942656,29557024768.0,8.095,1.69,2.0,0.19780001,1.28,0.07721,0.07971,0.19494,0.10774,0.05899,-0.064,-0.462,-0.492,1.391,183.59148,98.42,-0.34114426,12.742,4.683,24.892,5663205888.0,7458576896.0,hold,2.63158,127.5,161.0,92.0,14.0,13265.0,NYQ,EQUITY,cube2_cluster0,2
KVUE,Consumer Defensive,Household & Personal Products,31127314432,United States,Kenvue Inc.,21.533333,13.237704,,2.8880544,2.0558295,38666977280.0,10.898,5.12,0.83,1.0933,,0.09365,0.19797,0.58153,0.13564,0.06855,-0.04,6.295,6.241,0.673,25.17,15.47,-0.25459558,0.978,0.568,81.491,8743999488.0,1070000000.0,buy,2.41176,20.63333,26.0,17.0,15.0,22000.0,NYQ,EQUITY,cube1_cluster1,2
VTR,Real Estate,REIT - Healthcare Facilities,30885861376,United States,"Ventas, Inc.",158.04651,424.75,,2.6759067,5.854773,43918151680.0,21.77,2.85,1.92,4.3256,3.57,0.03625,0.16360001,0.41832,0.01822,0.0207,0.184,2.158,2.521,0.909,71.36,56.68,0.049152255,0.869,0.757,111.346,13273745408.0,614200000.0,buy,1.52381,77.55,85.0,70.0,20.0,498.0,NYQ,EQUITY,cube3_cluster0,2
IBKR,Financial Services,Capital Markets,119871365120,United States,"Interactive Brokers Group, Inc.",37.090908,10.037627,,6.344676,21.265099,-43978641408.0,,0.45,0.32,0.14060001,0.53,0.14866,0.7468,0.90988,0.22389999,0.02372,0.188,0.244,0.251,1.217,73.35,32.82,0.84390116,1.107,1.107,117.145,21692999680.0,110247002112.0,buy,1.9,74.6,87.0,46.0,10.0,3087.0,NMS,EQUITY,cube3_cluster1,2
IR,Industrials,Specialty Industrial Machinery,30699231232,United States,Ingersoll Rand Inc.,58.961834,21.819208,,3.0432212,4.168656,34441531392.0,17.613,0.11,0.08,0.062,,0.07096,0.1935,0.43735,0.05251,0.051090002,0.046,,,1.431,106.03,65.61,-0.24406475,2.286,1.479,49.167,4994100224.0,1321900032.0,buy,2.0625,91.13333,104.0,78.0,15.0,21000.0,NYQ,EQUITY,cube1_cluster1,2
IRM,Real Estate,REIT - Specialty,30527193088,United States,Iron Mountain Incorporated,738.2857,52.73469,,-39.769142,4.7379565,48744484864.0,22.736,3.07,3.14,21.4286,4.48,0.00642,0.18347,0.5604,,0.04141,0.116,,,1.076,130.24,72.33,-0.16254097,0.633,0.536,,18160857088.0,218984992.0,buy,1.72727,115.0,140.0,44.0,11.0,28850.0,NYQ,EQUITY,cube2_cluster0,2
EME,Industrials,Engineering & Construction,30306293760,United States,"EMCOR Group, Inc.",28.089167,30.216944,,9.888666,1.9379017,30369878016.0,18.356,0.15,1.0,0.041500002,0.33,0.07067,0.09648,0.19492,0.38118,0.12086,0.174,0.28,0.22,1.243,697.91,320.89,0.521701,1.178,1.129,22.155,676523008.0,485988000.0,buy,1.66667,716.0,750.0,675.0,6.0,40400.0,NYQ,EQUITY,cube3_cluster1,2
KHC,Consumer Defensive,Packaged Foods,30110765056,United States,The Kraft Heinz Company,,8.286645,,0.72829294,1.1896787,48501174272.0,7.732,6.37,1.6,0.7306,4.6,-0.20826,0.20702,0.34307,-0.11637,0.039049998,-0.019,,,0.127,36.31,24.8,-0.29703248,1.072,0.569,51.121,21211000832.0,2564000000.0,hold,2.95,29.44737,51.0,26.0,19.0,36000.0,NMS,EQUITY,cube1_cluster1,2
WRB,Financial Services,Insurance - Property & Casualty,29759309824,United States,W. R. Berkley Corporation,17.591928,18.036781,,3.2025795,2.0830877,29841491968.0,11.937,0.46,0.36,0.075,0.58,0.12324,0.16590999,0.4354,0.2058,0.03733,0.108,0.087,0.079,0.417,78.48,55.97,0.31449425,0.399,0.236,33.219,3090994944.0,3019086080.0,hold,2.52941,75.13333,87.0,56.0,15.0,8606.0,NYQ,EQUITY,cube4_cluster0,2
ADM,Consumer Defensive,Farm Products,29716727808,United States,Archer-Daniels-Midland Company,26.77489,12.19921,,1.3235892,0.35900176,39524728832.0,15.337,3.31,2.04,0.8783,2.68,0.01328,0.02169,0.0637,0.0482,0.01816,-0.049,-0.541,-0.549,0.685,64.38,40.98,0.06883991,1.423,0.363,46.798,10616999936.0,1066000000.0,hold,2.90909,58.3,70.0,54.0,10.0,42383.0,NYQ,EQUITY,cube3_cluster0,2
DTE,Utilities,Utilities - Regulated Electric,29404811264,United States,DTE Energy Company,20.149359,19.646324,,2.5085003,2.0706155,53369810944.0,15.623,3.11,4.36,0.6173,3.29,0.101610005,0.1246,0.31279,0.12636,0.027409999,0.189,-0.29,-0.289,0.422,143.79,115.59,0.099536896,0.936,0.474,204.588,23992000512.0,32000000.0,buy,2.25,147.16667,158.0,125.0,12.0,9400.0,NYQ,EQUITY,cube3_cluster0,2
TSCO,Consumer Cyclical,Specialty Retail,29401718784,United States,Tractor Supply Company,27.33005,4.984726,,11.806767,1.9409052,34431193088.0,17.696,1.68,0.92,0.4433,1.46,0.071779996,0.13015,0.36409,0.45345002,0.09032,0.045,0.026,0.011,0.724,63.99,46.85,-0.08732796,1.283,0.082,223.159,5557355008.0,225810000.0,buy,2.12903,62.40741,70.0,47.0,27.0,52000.0,NMS,EQUITY,cube2_cluster0,2
MTB,Financial Services,Banks - Regional,29228607488,United States,M&T Bank Corporation,11.837975,11.488942,,1.1203555,3.282638,24864608256.0,,3.28,6.0,0.35,3.19,0.30346,0.42536,0.0,0.094890006,0.01285,0.055,0.137,0.093,0.612,225.7,150.75,-0.017107785,,,,15004999680.0,21763000320.0,buy,2.09091,221.16667,251.0,185.0,21.0,22590.0,NYQ,EQUITY,cube2_cluster0,2
K,Consumer Defensive,Packaged Foods,28839157760,United States,Kellanova,21.714659,69.12499,,7.0183597,2.2810376,35099160576.0,15.607,2.8,2.32,0.5969,3.47,0.10559,0.14486,0.35639998,0.35327998,0.07539,0.003,-0.15,-0.131,0.247,83.22,76.48,0.023106337,0.682,0.382,154.846,6519000064.0,360000000.0,hold,3.0,83.39286,83.5,83.0,14.0,24000.0,NYQ,EQUITY,cube2_cluster0,2
ATO,Utilities,Utilities - Regulated Gas,28517011456,United States,Atmos Energy Corporation,24.269125,24.880953,,2.1303513,6.1682153,36686499840.0,16.362,1.98,3.48,0.4723,2.46,0.25045002,0.30873,0.57945997,0.09057,0.03611,0.196,0.075,0.126,0.729,177.865,136.05,0.23619723,1.373,1.089,67.241,9000753152.0,831267008.0,buy,2.5,166.1,182.0,141.0,10.0,5260.0,NYQ,EQUITY,cube4_cluster0,2
ODFL,Industrials,Trucking,28463069184,United States,"Old Dominion Freight Line, Inc.",26.451172,22.954235,,6.7415,5.047877,28766631936.0,16.097,0.82,1.12,0.21090001,0.41,0.1942,0.25424,0.3939,0.26251,0.16429001,-0.061,-0.142,-0.166,1.194,233.26,133.69,-0.32403457,1.377,1.203,4.018,169992000.0,24057000.0,buy,2.48,159.59091,186.0,140.0,22.0,21719.0,NMS,EQUITY,cube1_cluster1,2
FITB,Financial Services,Banks - Regional,28431722496,United States,Fifth Third Bancorp,13.154546,11.89315,,1.5249237,3.557078,44884525056.0,,3.79,1.6,0.4611,3.6,0.29201,0.38996,0.0,0.11569,0.011030001,0.044,0.086,0.045,0.966,49.07,32.25,-0.0548712,,,,20329000960.0,6293000192.0,buy,1.90909,50.6,60.0,43.0,20.0,18690.0,NMS,EQUITY,cube2_cluster0,2
KEYS,Technology,Scientific & Technical Instruments,28328783872,United States,"Keysight Technologies, Inc.",51.836475,23.64993,,4.996211,5.4031634,28456783872.0,23.853,,,0.0,,0.103760004,0.18121,0.62369,0.09982,0.05783,0.111,-0.505,-0.509,1.184,186.2,121.43,0.033468246,3.592,2.133,48.748,2764000000.0,2636000000.0,buy,1.81818,188.72726,200.0,157.0,11.0,15500.0,NYQ,EQUITY,cube2_cluster0,2
AEE,Utilities,Utilities - Regulated Electric,28184825856,United States,Ameren Corporation,22.757643,21.18496,,2.288757,3.471465,48283824128.0,14.627,2.74,2.84,0.6066,2.83,0.15113,0.22031,0.46644002,0.102189995,0.026770001,0.322,0.044,0.066,0.494,105.67,85.27,0.177755,0.801,0.371,160.58,19981000704.0,11000000.0,buy,2.0,107.5,121.0,90.0,12.0,8981.0,NYQ,EQUITY,cube3_cluster0,2
EFX,Industrials,Consulting Services,28129656832,United States,Equifax Inc.,44.07915,24.264612,,5.538764,4.816557,33107955712.0,18.197,0.89,2.0,0.32619998,0.71,0.10953,0.20221001,0.56657004,0.12761,0.05799,0.074,0.168,0.167,1.675,294.92,199.98,-0.2229001,0.772,0.661,93.548,4897999872.0,189000000.0,buy,2.0,277.05,300.0,240.0,20.0,15000.0,NYQ,EQUITY,cube2_cluster0,2
PPL,Utilities,Utilities - Regulated Electric,27998048256,United States,PPL Corporation,28.25373,20.688524,,1.9592218,3.1794288,45556047872.0,13.957,2.91,1.09,0.797,4.19,0.1122,0.21235001,0.41347,0.069699995,0.028800001,0.077,-0.034,-0.037,0.665,37.955,31.22,0.15769947,0.587,0.368,124.976,17853999104.0,296000000.0,buy,1.92857,39.07692,43.0,34.0,13.0,6653.0,NYQ,EQUITY,cube3_cluster0,2
